RA;TURMA;TURMA_NOME
11201811863;NBMCTB009-17SB;Cálculo Numérico B-Noturno (São Bernardo)
11201811863;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11201811863;NA2ESTO012-17SA;Princípios de Administração A2-Noturno (Santo André)
21063616;NA1ESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A1-Noturno (São Bernardo)
21063616;NA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Noturno (São Bernardo)
21063616;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11201920376;DA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Matutino (São Bernardo)
11201920376;DB1BCK0104-15SB;Interações Atômicas e Moleculares B1-Matutino (São Bernardo)
11201920376;DA1MCTC021-15SB;Introdução à Neurociência Computacional A1-Matutino (São Bernardo)
11201920376;DA1MCTC018-15SB;Neuropsicofarmacologia A1-Matutino (São Bernardo)
11201920376;DA2MCTC007-15SB;Pesquisa e Comunicação Científica A2-Matutino (São Bernardo)
11201920376;DA1ESTB021-17SB;Sensores Biomédicos A1-Matutino (São Bernardo)
11071614;DA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Matutino (Santo André)
11071614;NA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Noturno (São Bernardo)
11071614;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
11071614;DA1NHZ4061-15SA;Introdução a Troca de Calor, Massa e Movimentação de Fluidos A1-Matutino (Santo André)
11071614;NIESTO008-17SB;Mecânica dos Sólidos I I-Noturno (São Bernardo)
11071614;DA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Matutino (Santo André)
11202021047;NB1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna B1-Noturno (Santo André)
11202021047;NA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Noturno (Santo André)
11202021047;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11202130586;DA3BCJ0205-15SB;Fenômenos Térmicos A3-Matutino (São Bernardo)
11202130586;DA2BCN0407-15SB;Funções de Várias Variáveis A2-Matutino (São Bernardo)
11202130586;DA1BCM0505-15SB;Processamento da Informação A1-Matutino (São Bernardo)
11202130586;DA3BCL0307-15SB;Transformações Químicas A3-Matutino (São Bernardo)
11202111114;DB1BCN0402-15SA;Funções de Uma Variável B1-Matutino (Santo André)
11202111114;DD1ESTO005-17SA;Introdução às Engenharias D1-Matutino (Santo André)
11202111114;DB6BCM0505-15SA;Processamento da Informação B6-Matutino (Santo André)
11202111114;DB5BCL0307-15SA;Transformações Químicas B5-Matutino (Santo André)
11202022268;DA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Matutino (São Bernardo)
11202022268;DA1ESHP009-13SB;Governo, Burocracia e Administração Pública A1-Matutino (São Bernardo)
11202022268;DA1ESHP012-13SB;Introdução ao Direito Administrativo A1-Matutino (São Bernardo)
11202022268;DA1ESHP030-14SB;Planejamento Orçamentário A1-Matutino (São Bernardo)
11202022268;DA1ESHP019-13SB;Regimes e Formas de Governo A1-Matutino (São Bernardo)
11201921664;DA1ESHC003-17SB;Desenvolvimento Socioeconômico A1-Matutino (São Bernardo)
11201921664;DA1ESHC035-21SB;Econometria I A1-Matutino (São Bernardo)
11201921664;DA1ESHC016-17SB;Finanças Corporativas A1-Matutino (São Bernardo)
11201921664;DA1LHZ0021-19SB;História, Patrimônio e Memória A1-Matutino (São Bernardo)
11201921664;DA1ESHP012-13SB;Introdução ao Direito Administrativo A1-Matutino (São Bernardo)
11201721640;NA1NHT1013-15SA;Bioquímica Funcional A1-Noturno (Santo André)
11201721640;DAMCTC014-13SA;Introdução à Inferência Estatística A-Matutino (Santo André)
11201721640;NA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A3-Noturno (Santo André)
11201721640;NANHZ6003-18SA;Nanobiotecnologia A-Noturno (Santo André)
21005115;NA1ESTG013-17SB;Pesquisa Operacional A1-Noturno (São Bernardo)
21001516;NAESTO012-17SB;Princípios de Administração A-Noturno (São Bernardo)
11201722018;DB1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna B1-Matutino (Santo André)
11201722018;DA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)
11201722018;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
11201722018;DA2MCTA018-13SA;Programação Orientada a Objetos A2-Matutino (Santo André)
21032715;NA1NHZ2093-16SB;Corpo, sexualidade e questões de gênero A1-Noturno (São Bernardo)
21032715;NA1LHZ0021-19SB;História, Patrimônio e Memória A1-Noturno (São Bernardo)
21032715;NA1ESZP029-13SB;Movimentos Sindicais, Sociais e Culturais A1-Noturno (São Bernardo)
21032715;NA1ESZP008-13SB;Políticas Públicas de Gênero, Etnia e Geração A1-Noturno (São Bernardo)
11201920796;NB1BCK0104-15SB;Interações Atômicas e Moleculares B1-Noturno (São Bernardo)
11201920796;NA1NHZ4061-15SA;Introdução a Troca de Calor, Massa e Movimentação de Fluidos A1-Noturno (Santo André)
11201920796;DA2ESTO008-17SA;Mecânica dos Sólidos I A2-Matutino (Santo André)
11201920796;NA1NHT4030-19SA;Práticas de Ensino de Química I A1-Noturno (Santo André)
11201921669;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11201921669;NB1BHS0005-19SB;Práticas em Ciências e Humanidades B1-Noturno (São Bernardo)
11201921669;NA1ESHR015-13SB;Segurança Internacional em Perspectiva Histórica e Desafios Contemporâneos A1-Noturno (São Bernardo)
11201921669;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11202131963;NB2BCJ0205-15SB;Fenômenos Térmicos B2-Noturno (São Bernardo)
11202131963;NB2BCN0407-15SB;Funções de Várias Variáveis B2-Noturno (São Bernardo)
11202131963;NB1BCM0505-15SB;Processamento da Informação B1-Noturno (São Bernardo)
11202131963;NB1BCL0307-15SB;Transformações Químicas B1-Noturno (São Bernardo)
11053216;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
11053216;NA1MCTC021-15SB;Introdução à Neurociência Computacional A1-Noturno (São Bernardo)
11053216;NA1MCTC020-15SB;Psicologia Experimental A1-Noturno (São Bernardo)
11201920948;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)
11201920948;NB1BIQ0602-15SA;Estrutura e Dinâmica Social B1-Noturno (Santo André)
11201920948;DAESTM006-17SA;Materiais Poliméricos A-Matutino (Santo André)
11201920948;NB1ESTO017-17SA;Métodos Experimentais em Engenharia B1-Noturno (Santo André)
11201920948;NB1ESTU036-17SA;Sistemas de Drenagem Urbana B1-Noturno (Santo André)
11201810368;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11201810368;NBMCTB009-17SB;Cálculo Numérico B-Noturno (São Bernardo)
11201810368;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11201810368;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11201812365;NB2BCJ0205-15SA;Fenômenos Térmicos B2-Noturno (Santo André)
11201812365;NB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Noturno (Santo André)
11202130187;NA3BCJ0205-15SB;Fenômenos Térmicos A3-Noturno (São Bernardo)
11202130187;NA1BCN0407-15SB;Funções de Várias Variáveis A1-Noturno (São Bernardo)
11202130187;NA2BCM0505-15SB;Processamento da Informação A2-Noturno (São Bernardo)
11202130187;NA2BCL0307-15SB;Transformações Químicas A2-Noturno (São Bernardo)
11201811370;NA1ESZG032-17SB;Modelos e Ferramentas de Gestão Ambiental A1-Noturno (São Bernardo)
11201811370;Da1ESTG025-17SA;Propriedade Intelectual a1-Matutino (Santo André)
11201811370;NA1ESTG016-17SB;Qualidade em Sistemas A1-Noturno (São Bernardo)
11202020204;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11202020204;NANHT4017-15SA;Funções e Reações Orgânicas A-Noturno (Santo André)
11202020204;NB4BCK0104-15SA;Interações Atômicas e Moleculares B4-Noturno (Santo André)
11202020204;NA1NHT4057-15SA;Termodinâmica Química A1-Noturno (Santo André)
11201811412;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201811412;DA1ESZI027-17SA;Informação e Sociedade A1-Matutino (Santo André)
11201811412;DA1MCTC021-15SB;Introdução à Neurociência Computacional A1-Matutino (São Bernardo)
11201811412;NA1MCZC019-20SB;Introdução à Neuroimunologia A1-Noturno (São Bernardo)
11201811412;DC1ESTO005-17SA;Introdução às Engenharias C1-Matutino (Santo André)
11201811412;DA1MCTC020-15SB;Psicologia Experimental A1-Matutino (São Bernardo)
11201921772;NA1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11201921772;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11201921772;NA1ESZP008-13SB;Políticas Públicas de Gênero, Etnia e Geração A1-Noturno (São Bernardo)
11201921772;NB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Noturno (São Bernardo)
11202130588;NB7BCJ0205-15SA;Fenômenos Térmicos B7-Noturno (Santo André)
11202130588;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11202130588;NB2BCM0505-15SA;Processamento da Informação B2-Noturno (Santo André)
11202130588;NB4BCL0307-15SA;Transformações Químicas B4-Noturno (Santo André)
11201721693;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201721693;NANHZ2107-18SB;Epistemologia Analítica A-Noturno (São Bernardo)
11201721693;NANHH2019-13SB;Filosofia da Linguagem A-Noturno (São Bernardo)
11201721693;DA1ESHT012-17SB;Mobilização Produtiva dos Territórios e Desenvolvimento Local A1-Matutino (São Bernardo)
11201721693;DA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Matutino (São Bernardo)
11201721693;DANHZ2109-18SB;Teoria das Ciências Humanas A-Matutino (São Bernardo)
21057012;DA1NHZ2098-16SB;Pensamento e Cinema A1-Matutino (São Bernardo)
11038710;DAESTS018-17SB;Transferência de Calor Aplicada a Sistemas Aeroespaciais A-Matutino (São Bernardo)
11202130589;NB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Noturno (São Bernardo)
11202130589;NA2BIS0005-15SB;Bases Computacionais da Ciência A2-Noturno (São Bernardo)
11202130589;NAMCTB009-17SB;Cálculo Numérico A-Noturno (São Bernardo)
11028813;NA1ESTG013-17SB;Pesquisa Operacional A1-Noturno (São Bernardo)
11028813;DA1ESZG011-17SB;Planejamento Estratégico em Gestão de Projetos A1-Matutino (São Bernardo)
21062516;DA1NHT1072-15SA;Ecologia Comportamental A1-Matutino (Santo André)
21062516;DANHZ2107-18SB;Epistemologia Analítica A-Matutino (São Bernardo)
21062516;NA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Noturno (São Bernardo)
21062516;DANHZ2106-18SB;Filosofia da Ciência A-Matutino (São Bernardo)
21062516;NC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Noturno (Santo André)
21062516;NA1ESZR021-16SB;Oriente Médio nas Relações Internacionais A1-Noturno (São Bernardo)
11052814;NA1ESTU028-17SA;Hidráulica de Condutos Forçados A1-Noturno (Santo André)
11052814;NA1ESTU040-17SA;Projeto Ambiental Urbano A1-Noturno (Santo André)
11052814;NA1ESTU031-17SA;Recuperação de Áreas Degradadas A1-Noturno (Santo André)
11052814;DA1ESZU030-17SA;Riscos no Ambiente Urbano A1-Matutino (Santo André)
11201920834;NA1ESZR006-13SB;Dinâmica e Desafios dos Processos Migratórios A1-Noturno (São Bernardo)
11201920834;NA1ESHP030-14SB;Planejamento Orçamentário A1-Noturno (São Bernardo)
11201920834;NANHZ2109-18SB;Teoria das Ciências Humanas A-Noturno (São Bernardo)
11201920834;NB1BHQ0301-15SB;Território e Sociedade B1-Noturno (São Bernardo)
11201920969;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11201920969;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11201920969;NAMCTB019-17SA;Matemática Discreta A-Noturno (Santo André)
11201920969;NA3MCTA018-13SA;Programação Orientada a Objetos A3-Noturno (Santo André)
11201932545;NB3BCS0001-15SB;Base Experimental das Ciências Naturais B3-Noturno (São Bernardo)
11201932545;NAMCTB009-17SA;Cálculo Numérico A-Noturno (Santo André)
11201932545;NB1BCN0404-15SB;Geometria Analítica B1-Noturno (São Bernardo)
11201932545;NA1BCS0002-15SB;Projeto Dirigido A1-Noturno (São Bernardo)
11202131216;DA1BIS0003-15SB;Bases Matemáticas A1-Matutino (São Bernardo)
11202131216;DA1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A1-Matutino (São Bernardo)
11202131216;DA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Matutino (São Bernardo)
11202131216;DA2BHP0001-15SB;Ética e Justiça A2-Matutino (São Bernardo)
11202131216;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11202210119;NA1ESHC016-17SB;Finanças Corporativas A1-Noturno (São Bernardo)
11202210119;NA1BHO1102-19SB;Introdução à Economia A1-Noturno (São Bernardo)
11202210119;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
11202210084;DB1BCS0001-15SA;Base Experimental das Ciências Naturais B1-Matutino (Santo André)
11202210084;DA2BCS0002-15SB;Projeto Dirigido A2-Matutino (São Bernardo)
11202210084;DA6BCL0307-15SA;Transformações Químicas A6-Matutino (Santo André)
11202210018;NA1NHT1013-15SA;Bioquímica Funcional A1-Noturno (Santo André)
11202210018;NA1NHT1083-16SA;Práticas de Ensino de Biologia I A1-Noturno (Santo André)
11202210018;NA1NHT1063-15SA;Zoologia de Invertebrados I A1-Noturno (Santo André)
11201811015;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11201811015;DA1BHQ0004-19SB;Estudos de Gênero A1-Matutino (São Bernardo)
11201811015;NA1ESZP008-13SB;Políticas Públicas de Gênero, Etnia e Geração A1-Noturno (São Bernardo)
11201811015;NA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Noturno (São Bernardo)
11201811015;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11202131242;DA1BCJ0205-15SB;Fenômenos Térmicos A1-Matutino (São Bernardo)
11202131242;DA2BCN0407-15SB;Funções de Várias Variáveis A2-Matutino (São Bernardo)
11202131242;NA1ESTO011-17SB;Fundamentos de Desenho Técnico A1-Noturno (São Bernardo)
11202131242;DA1BCM0505-15SB;Processamento da Informação A1-Matutino (São Bernardo)
11202131242;DA1BCL0307-15SB;Transformações Químicas A1-Matutino (São Bernardo)
11008516;NA1NHT1002-15SA;Bioética A1-Noturno (Santo André)
11008516;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11008516;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11008516;NAESZM040-17SA;Processamento e Conformação de Metais I A-Noturno (Santo André)
11008516;NAESTM002-17SA;Tópicos Experimentais em Materiais I A-Noturno (Santo André)
11202021879;DA3BCS0001-15SA;Base Experimental das Ciências Naturais A3-Matutino (Santo André)
11202021879;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11202021879;NA2ESTO011-17SA;Fundamentos de Desenho Técnico A2-Noturno (Santo André)
11202021879;DB3BCK0104-15SA;Interações Atômicas e Moleculares B3-Matutino (Santo André)
11202021879;DA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Matutino (Santo André)
11201810591;NA1ESZU022-17SA;Ciências Atmosféricas A1-Noturno (Santo André)
11201810591;DA2BCJ0204-15SB;Fenômenos Mecânicos A2-Matutino (São Bernardo)
11201810591;DB2BCN0407-15SA;Funções de Várias Variáveis B2-Matutino (Santo André)
11201810591;DB1BHS0005-19SB;Práticas em Ciências e Humanidades B1-Matutino (São Bernardo)
11201810591;DA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Matutino (Santo André)
11201932526;DAESTA011-17SA;Automação de Sistemas Industriais A-Matutino (Santo André)
11201932526;DA1ESTA018-17SA;Eletromagnetismo Aplicado A1-Matutino (Santo André)
11201932526;NAESTO902-17SB;Engenharia Unificada I A-Noturno (São Bernardo)
11201932526;DA1ESZA020-17SA;Robôs Móveis Autônomos A1-Matutino (Santo André)
11201932526;DAESTA010-17SA;Sensores e Transdutores A-Matutino (Santo André)
11202130635;DA1BCJ0205-15SA;Fenômenos Térmicos A1-Matutino (Santo André)
11202130635;DA1BCN0407-15SA;Funções de Várias Variáveis A1-Matutino (Santo André)
11202130635;DA8BCM0505-15SA;Processamento da Informação A8-Matutino (Santo André)
11202130635;DA3BCL0307-15SA;Transformações Químicas A3-Matutino (Santo André)
11202130637;NA1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A1-Noturno (São Bernardo)
11202130637;DB3BCJ0205-15SA;Fenômenos Térmicos B3-Matutino (Santo André)
11202130637;DB2BCN0407-15SA;Funções de Várias Variáveis B2-Matutino (Santo André)
11202130637;DB7BCM0505-15SA;Processamento da Informação B7-Matutino (Santo André)
11202130637;DB2BCL0307-15SA;Transformações Químicas B2-Matutino (Santo André)
11202020774;NA4BIS0005-15SB;Bases Computacionais da Ciência A4-Noturno (São Bernardo)
11202020774;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11202020774;NB2BCN0407-15SB;Funções de Várias Variáveis B2-Noturno (São Bernardo)
11202020774;NA2BHQ0003-15SB;Interpretações do Brasil A2-Noturno (São Bernardo)
11201922304;NA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Noturno (São Bernardo)
11201922304;DA1BHQ0004-19SB;Estudos de Gênero A1-Matutino (São Bernardo)
11201922304;DA1ESHR024-14SB;História da Política Externa Brasileira A1-Matutino (São Bernardo)
11201922304;DA1ESZP029-13SB;Movimentos Sindicais, Sociais e Culturais A1-Matutino (São Bernardo)
11201922304;DA1MCZC018-20SB;Psicopatologia A1-Matutino (São Bernardo)
11201810127;DAMCTB001-17SA;Álgebra Linear A-Matutino (Santo André)
11201810127;DAMCTC014-13SA;Introdução à Inferência Estatística A-Matutino (Santo André)
11201810127;NA1MCTC009-15SB;Progressos e Métodos em Neurociência A1-Noturno (São Bernardo)
11201812129;NA3BIS0005-15SB;Bases Computacionais da Ciência A3-Noturno (São Bernardo)
11201812129;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11201812129;DA1ESZP029-13SB;Movimentos Sindicais, Sociais e Culturais A1-Matutino (São Bernardo)
11201812129;DB1BHS0005-19SB;Práticas em Ciências e Humanidades B1-Matutino (São Bernardo)
11201812129;DA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Matutino (São Bernardo)
11201812129;DA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Matutino (São Bernardo)
11202021880;DA1BIS0005-15SB;Bases Computacionais da Ciência A1-Matutino (São Bernardo)
11202021880;DA1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna A1-Matutino (São Bernardo)
11202021880;DB1BCM0505-15SB;Processamento da Informação B1-Matutino (São Bernardo)
11055015;DAESTO016-17SA;Fenômenos de Transporte A-Matutino (Santo André)
11202021671;DA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-Matutino (Santo André)
11202021671;DA1BCN0407-15SA;Funções de Várias Variáveis A1-Matutino (Santo André)
11202021671;DA3BCL0307-15SA;Transformações Químicas A3-Matutino (Santo André)
11003814;NAESZM032-17SA;Biomateriais A-Noturno (Santo André)
11003814;NAESZM022-17SA;Cerâmicas Especiais e Refratárias A-Noturno (Santo André)
11201811488;NA1ESTG001-17SB;Custos A1-Noturno (São Bernardo)
11201811488;DA2ESTO013-17SB;Engenharia Econômica A2-Matutino (São Bernardo)
11201811488;NA1ESTO902-17SA;Engenharia Unificada I A1-Noturno (Santo André)
11201811488;NB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Noturno (Santo André)
11201811488;DA1ESTU031-17SA;Recuperação de Áreas Degradadas A1-Matutino (Santo André)
11120415;DB2BCS0001-15SB;Base Experimental das Ciências Naturais B2-Matutino (São Bernardo)
11120415;DB1BIS0003-15SB;Bases Matemáticas B1-Matutino (São Bernardo)
11120415;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11120415;NA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Noturno (São Bernardo)
11201920132;NB1BCK0104-15SB;Interações Atômicas e Moleculares B1-Noturno (São Bernardo)
11201920132;NIESTO008-17SB;Mecânica dos Sólidos I I-Noturno (São Bernardo)
11201920132;NB1BCM0505-15SB;Processamento da Informação B1-Noturno (São Bernardo)
21015516;NB1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) B1-Noturno (São Bernardo)
21015516;NA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Noturno (São Bernardo)
21015516;NA1ESHR015-13SB;Segurança Internacional em Perspectiva Histórica e Desafios Contemporâneos A1-Noturno (São Bernardo)
21056616;NA1NHZ2093-16SB;Corpo, sexualidade e questões de gênero A1-Noturno (São Bernardo)
21056616;NA1MCZC019-20SB;Introdução à Neuroimunologia A1-Noturno (São Bernardo)
21056616;NA1MCZC018-20SB;Psicopatologia A1-Noturno (São Bernardo)
11201822530;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11201822530;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201822530;NA1ESZP029-13SB;Movimentos Sindicais, Sociais e Culturais A1-Noturno (São Bernardo)
11201822530;NA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Noturno (São Bernardo)
11202020253;NA3BIS0005-15SB;Bases Computacionais da Ciência A3-Noturno (São Bernardo)
11202020253;DA3BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A3-Matutino (São Bernardo)
11202020253;NA1ESZT017-17SB;Dinâmicas Territoriais e Relações Étnico-Raciais no Brasil A1-Noturno (São Bernardo)
11202020253;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11202020253;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
21075016;NA1ESHP009-13SB;Governo, Burocracia e Administração Pública A1-Noturno (São Bernardo)
11201920331;NA1ESZU002-17SA;Compostagem A1-Noturno (Santo André)
11201920331;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11201920331;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11201920331;NA1LIE0001-19SA;Metodologias de Pesquisa em Educação A1-Noturno (Santo André)
11201920331;NB1ESTO012-17SA;Princípios de Administração B1-Noturno (Santo André)
11201920331;NA8BCM0505-15SA;Processamento da Informação A8-Noturno (Santo André)
11076116;NAMCTB015-17SA;Funções de Variável Complexa A-Noturno (Santo André)
11076116;NAMCTB016-13SA;Geometria Diferencial I A-Noturno (Santo André)
11076116;NAMCTB020-17SA;Teoria da Medida e Integração A-Noturno (Santo André)
11202130683;DB4BCS0001-15SA;Base Experimental das Ciências Naturais B4-Matutino (Santo André)
11202130683;DA3BCJ0205-15SA;Fenômenos Térmicos A3-Matutino (Santo André)
11202130683;DA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Matutino (Santo André)
11202130459;NA2BCJ0205-15SA;Fenômenos Térmicos A2-Noturno (Santo André)
11202130459;NA3BCN0407-15SA;Funções de Várias Variáveis A3-Noturno (Santo André)
11202130459;NA8BCM0505-15SA;Processamento da Informação A8-Noturno (Santo André)
11202130459;NA3BCL0307-15SA;Transformações Químicas A3-Noturno (Santo André)
11034615;DAMCTC014-13SA;Introdução à Inferência Estatística A-Matutino (Santo André)
11034615;NA1NHT1071-15SA;Práticas de Ecologia A1-Noturno (Santo André)
11061216;NAESZA007-17SA;Confiabilidade de Componentes e Sistemas A-Noturno (Santo André)
11061216;NB1ESTA001-17SA;Dispositivos Eletrônicos B1-Noturno (Santo André)
11061216;NA1ESZA016-17SA;Optoeletrônica A1-Noturno (Santo André)
11202020483;NA2BHQ0003-15SB;Interpretações do Brasil A2-Noturno (São Bernardo)
11202111116;NA3BCJ0205-15SB;Fenômenos Térmicos A3-Noturno (São Bernardo)
11202111116;NA1BCN0407-15SB;Funções de Várias Variáveis A1-Noturno (São Bernardo)
11202111116;NA1BCM0505-15SB;Processamento da Informação A1-Noturno (São Bernardo)
11202111116;NA1BCL0307-15SB;Transformações Químicas A1-Noturno (São Bernardo)
11103016;NA1ESTG001-17SB;Custos A1-Noturno (São Bernardo)
11103016;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
11103016;NA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Noturno (Santo André)
11202022167;NA1ESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A1-Noturno (São Bernardo)
11202022167;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11202022167;NA1ESHP009-13SB;Governo, Burocracia e Administração Pública A1-Noturno (São Bernardo)
11202022167;NA1ESHP012-13SB;Introdução ao Direito Administrativo A1-Noturno (São Bernardo)
11202022167;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11202131211;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202131211;DA3BCM0505-15SA;Processamento da Informação A3-Matutino (Santo André)
11201720200;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201720200;DA1ESTI002-17SA;Eletrônica Digital A1-Matutino (Santo André)
11201720200;DA1MCTA016-13SA;Paradigmas de Programação A1-Matutino (Santo André)
11201720200;NA2ESTI020-17SA;Teoria de Filas e Análise de Desempenho A2-Noturno (Santo André)
11201811546;NA2MCTA003-17SA;Análise de Algoritmos A2-Noturno (Santo André)
11201811546;DA1MCTA007-17SA;Compiladores A1-Matutino (Santo André)
11201811546;NA1MCTA018-13SA;Programação Orientada a Objetos A1-Noturno (Santo André)
11201811546;DA2MCTA024-13SA;Sistemas Digitais A2-Matutino (Santo André)
11201822401;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11201822401;DB1ESTO005-17SA;Introdução às Engenharias B1-Matutino (Santo André)
11201822401;DA1NHZ4061-15SA;Introdução a Troca de Calor, Massa e Movimentação de Fluidos A1-Matutino (Santo André)
11201822401;NB1ESTO012-17SA;Princípios de Administração B1-Noturno (Santo André)
11201822401;NA1ESZU030-17SA;Riscos no Ambiente Urbano A1-Noturno (Santo André)
11202130998;NA1BIS0005-15SB;Bases Computacionais da Ciência A1-Noturno (São Bernardo)
11202130998;NAESTO012-17SB;Princípios de Administração A-Noturno (São Bernardo)
11201922213;DA1ESHC012-21SB;Economia Institucional A1-Matutino (São Bernardo)
11201922213;DA1ESHC027-17SB;Economia Matemática A1-Matutino (São Bernardo)
11201922213;DA1ESHC016-17SB;Finanças Corporativas A1-Matutino (São Bernardo)
11201922213;DA1ESHC022-17SB;Macroeconomia I A1-Matutino (São Bernardo)
11201721483;NAMCTB001-17SA;Álgebra Linear A-Noturno (Santo André)
